Suchbegriff,Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Sales Manager,Inside Sales Manager:in (m/w/d),Servicefachkraft - Dialogmarketing,softgarden e-recruiting gmbh,Berlin,Berlin,Deutschland,10789,2025-05-27,2025-05-27,https://www.yourfirm.de/job/detail/20250526-27937317/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager m/w/d - Telecom Business,Bürokaufmann/-frau,Pentagon GmbH,,Hamburg,Deutschland,,2025-05-27,2025-05-27,https://www.jobboerse-direkt.de/stellenangebote/Sales-Manager-m-w-d-Telecom-Business-7592546
Sales Manager,Junior Sales Manager (w/m/d) Vertrieb,Leiter/in - Vertrieb,VRK Versicherer im Raum der Kirchen Lebensversicherung AG,Erfurt,Thüringen,Deutschland,99084,2025-05-27,2025-05-27,https://www.kalaydo.de/jobs/15419037/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Vertriebs/Sales Manager m/w/d in mittelständischer Personalberatung,Sales-Manager/in,serviceline Personal-Management GmbH & Co. KG - Berlin,Berlin,Berlin,Deutschland,10711,2025-05-27,2025-05-28,https://www.persy.jobs/persy/l/job-fqupf-b
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Gersthofen,Bayern,Deutschland,86368,2025-05-27,2025-05-27,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Junior Sales Manager (m/w/d) B2B,Sales-Manager/in,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-16,2025-05-16,https://www.haveanicejob.de/stellenanzeige/546036?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager / Vertriebsmitarbeiter (m/w/d),Vertriebsberater/in,Spielwarenmesse eG,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2025-05-16,2025-05-16,https://www.kalaydo.de/jobs/15363458/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager (m/w/d) - internationale Personalberatung,Sales-Manager/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-15,2025-05-15,https://www.haveanicejob.de/stellenanzeige/550909?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager (m/w/d) in Vollzeit,Vertriebsberater/in,NCR Atleos,Trier,Rheinland-Pfalz,Deutschland,54290,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15358450/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager / Vertriebsingenieur (m/w/d) Explosionsschutz,Vertriebsingenieur/in,Timm Technology GmbH,Reinbek,Schleswig-Holstein,Deutschland,21465,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15358560/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Vertriebsmitarbeiter / Sales Manager (m/w/d),Vertriebsberater/in,Linara OWL GmbH,Gütersloh,Nordrhein-Westfalen,Deutschland,33330,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15274065/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Junior Sales Manager (m/w/d),Vertriebsberater/in,Kosbahn Karton GmbH,"Münster, Westfalen",Nordrhein-Westfalen,Deutschland,48143,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15327340/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager (m/w/d) DACH,Vertriebsberater/in,Sovendus GmbH,,,Deutschland,,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15327082/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Vertriebsaußendienst / Sales Manager (m/w/d),Vertriebsberater/in,MERA Tiernahrung GmbH,Brandenburg an der Havel,Brandenburg,Deutschland,14770,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15327453/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager (m/w/d) Lederpflege,Vertriebsberater/in,KOCH-CHEMIE GmbH,Unna,Nordrhein-Westfalen,Deutschland,59423,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15328037/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager (m/w/d) für Bildungsbauten,Vertriebsberater/in,GOLDBECK Ost GmbH,"Plauen, Vogtland",Sachsen,Deutschland,08523,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15355335/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Junior Sales Manager (m/w/d),Vertriebsberater/in,PricoPlex GmbH,Eresing,Bayern,Deutschland,86922,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15145654/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Vertriebsmitarbeiter / Sales Manager (m/w/d),Vertriebsberater/in,FEDDECK+MAHNER Assekuranz Makler AG,Hannover,Niedersachsen,Deutschland,30159,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15152867/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Chemical Sales Manager (m/w/d),Vertriebsberater/in,Koch-Chemie GmbH,Unna,Nordrhein-Westfalen,Deutschland,59423,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15211165/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,"(Junior) Sales Manager (m/w/d), Haan",Sales-Manager/in,Eltra GmbH,"Haan, Rheinland",Nordrhein-Westfalen,Deutschland,42781,2025-05-14,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Junior-Sales-Manager-D-1126762?cp=BA
Sales Manager,Sales Manager Neukundenakquise (m/w/d),Vertriebstechniker/in,Ströer Media Deutschland GmbH,Stuttgart,Baden-Württemberg,Deutschland,70178,2025-05-14,2025-05-14,https://www.heyjobs.co/de-de/jobs/d48167d9-fd83-450c-a237-e941b6cff612?utm_content=ad_link&utm_medium=sjm-pr&utm_source=jobboerse
Sales Manager,Solution Sales Executive (w/m/d),Sales-Manager/in,SAP,"Walldorf, Baden",Baden-Württemberg,Deutschland,69190,2025-05-26,2025-05-27,https://www.jobstairs.de/de/stellenangebot-solution-sales-executive-wmd-sap-69190-walldorf--2260177.html
Sales Manager,Sales Mitarbeiter Medientechnik (m/w/d),Sales-Manager/in,PROMEDIATEC GmbH,Jena,Thüringen,Deutschland,07745,2025-05-26,2025-05-26,https://thaff-thueringen.de/Stellenangebote/sales-mitarbeiter-medientechnik-m-w-d
Sales Manager,(Senior) Sales Manager/Event (m/w/d),Event-Manager/in,Stage Entertainment,Hamburg,Hamburg,Deutschland,20457,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjdzv-b
Sales Manager,Account / Sales Manager Joboption (m/w/d),Account-Manager/in,BUERO LERSCH,Penzberg,Bayern,Deutschland,82377,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fiyiv-b
Sales Manager,Sales DACH Region (m/w/d),Sales-Manager/in,TALENTLOTSEN GmbH,Herford,Nordrhein-Westfalen,Deutschland,32051,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj8z1-b
Sales Manager,Business Development- / Sales Manager (m/w/d),Business-Development-Manager/in,RAFI Eltec GmbH,"Überlingen, Bodensee",Baden-Württemberg,Deutschland,88662,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250506-27848561/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager / Business Development Manager -Wind (m/w/d),Business-Development-Manager/in,BayWa r.e. AG,Basdahl,Niedersachsen,Deutschland,27432,2025-05-16,2025-05-19,https://www.kalaydo.de/jobs/15363616/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Nachwuchsführungskraft im Vertrieb (m/w/d),Sales-Manager/in,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-12,2025-05-12,https://www.haveanicejob.de/stellenanzeige/547529?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager (m/w/d) im Bereich Export,Sales-Manager/in,terra infrastructure GmbH,"Essen, Ruhr",Nordrhein-Westfalen,Deutschland,45127,2025-05-12,2025-05-16,https://www.jobexport.de/job/4765104.html?exp=81&cid=d239460a-cdcd-43cb-972f-2543c8521aac
Sales Manager,HR Sales Manager (m/w/d),IT-Vertriebsbeauftragte/r,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-14,2025-05-14,https://www.haveanicejob.de/stellenanzeige/542943?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,HR Sales Manager (m/w/d),IT-Vertriebsbeauftragte/r,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-14,2025-05-14,https://www.haveanicejob.de/stellenanzeige/542942?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager für Medialösungen (m/w/d),Key-Account-Manager/in,Ströer Media Deutschland GmbH,Stuttgart,Baden-Württemberg,Deutschland,70178,2025-05-14,2025-05-14,https://www.heyjobs.co/de-de/jobs/c47da414-3cdd-4ad2-9f79-3806877fd645?utm_content=ad_link&utm_medium=sjm-pr&utm_source=jobboerse
Sales Manager,Sales and Business Development Manager (m/w/d),Sales-Manager/in,Page Personnel Deutschland,,Hamburg,Deutschland,,2025-05-26,2025-05-26,https://www.haveanicejob.de/stellenanzeige/539168?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager (m/w/d) im Bereich Gesundheitswesen,Vertriebsberater/in,Mediq Deutschland GmbH,Merzig,Saarland,Deutschland,66663,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250523-27856887/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Vertriebsmitarbeiter / Sales Manager im Außendienst / Außendienstmitarbeiter – (m/w/d),Außendienstmitarbeiter/in,Coatinc Würzburg GmbH,Würzburg,Bayern,Deutschland,97070,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250525-27805099/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Senior Sales Manager IT (m/w/d),IT-Vertriebsbeauftragte/r,Hyand Group,Ratingen,Nordrhein-Westfalen,Deutschland,40472,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250524-27861261/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Junior Sales Manager (m/w/d) Rheinland,Vertriebsberater/in,Pappenverarbeitungs-Gesellschaft mbH,Gummersbach,Nordrhein-Westfalen,Deutschland,51643,2025-05-26,2025-05-26,https://www.kalaydo.de/jobs/15404316/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Junior Sales Manager Logistik (m/w/d),Leiter/in - Logistik,Prima Logistik GmbH,Paderborn,Nordrhein-Westfalen,Deutschland,33098,2025-05-26,2025-05-26,https://www.kalaydo.de/jobs/15404392/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Sales Manager:in | Personalmarketing & Anzeigenmanagement,Verlagskaufmann/-frau,KÖNIGSTEINER AGENTUR GmbH,Hamburg,Hamburg,Deutschland,20095,2025-05-26,2025-05-26,https://www.kalaydo.de/jobs/15279984/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Sales Manager,Business Developer/ Sales Manager (m/w/d),Business-Development-Manager/in,TALENTLOTSEN GmbH,Braunschweig,Niedersachsen,Deutschland,38102,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fiwe4-b
Sales Manager,Sales Manager Light Traction EMEA (m/w/d),Sales-Manager/in,HAPEKO Hanseatisches Personalkontor,"Büdingen, Hessen",Hessen,Deutschland,63654,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fc46o-b
Sales Manager,(Senior) Sales Manager (all genders),Sales-Manager/in,OPITZ CONSULTING Deutschland GmbH,Gummersbach,Nordrhein-Westfalen,Deutschland,51647,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fny6p-b
Sales Manager,Area Sales Manager (m/w/d),Gebietsleiter/in - Außenwirtschaft,TechMinds GmbH,Legden,Nordrhein-Westfalen,Deutschland,48739,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fhb8a-b
Sales Manager,Sales Manager / Technischer Vertrieb (m/w/d),Vertriebsingenieur/in,HAPEKO Hanseatisches Personalkontor,Urbar bei Koblenz am Rhein,Rheinland-Pfalz,Deutschland,56182,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fdplv-b
Sales Manager,Account Manager / Sales Manager Public Sector (m/w/d),Account-Manager/in,CONET,"Augsburg, Bayern",Bayern,Deutschland,86152,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fj66h-b
Sales Manager,Sales Manager (m/w/d) / Technischer Vertrieb,Vertriebsingenieur/in,HAPEKO Hanseatisches Personalkontor,Mannheim,Baden-Württemberg,Deutschland,68199,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fpub1-b
Sales Manager,Sales Manager Außendienst (m/w/d),Außendienstleiter/in (Versicherung),Workwise GmbH,Stuttgart,Baden-Württemberg,Deutschland,70173,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fnv8r-b
Sales Manager,Technischer Sales Manager (m/w/d) im Außendienst,Vertriebstechniker/in,HAPEKO Hanseatisches Personalkontor,Markranstädt,Sachsen,Deutschland,04420,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fjgbe-b
Sales Manager,IT Sales Manager (m/w/d) SaaS,IT-Vertriebsbeauftragte/r,HAPEKO Hanseatisches Personalkontor,Hamburg,Hamburg,Deutschland,21079,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-f6g32-b
Sales Manager,Area Sales Manager (m/w/d),Gebietsleiter/in - Außenwirtschaft,DIS AG,"Springe, Deister",Niedersachsen,Deutschland,31832,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fhxqg-b
Sales Manager,Sales Manager für Wellrohrfertigung (m/w/d),Leiter/in - Vertrieb,Workwise GmbH,Haßfurt,Bayern,Deutschland,97437,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fhmr9-b
Sales Manager,(Junior) Sales Manager (m/w/d) – Optische Fasern,Sales-Manager/in,j-fiber GmbH,Jena,Thüringen,Deutschland,07751,2025-05-26,2025-05-26,https://thaff-thueringen.de/Stellenangebote/junior-sales-manager-m-w-d---optische-fasern-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-3-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-2-3-2
Sales Manager,Vertrieb / Sales Manager Automotive (m/w/d),Vertriebsberater/in,BJ Automotive,Kirchardt,Baden-Württemberg,Deutschland,74912,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250520-27908917/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Senior Sales Manager SaaS (m/w/d),Vertriebsberater/in,softgarden e-recruiting gmbh,Berlin,Berlin,Deutschland,10789,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250520-27908912/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Technischer Innen- / Außendienst,Sales-Manager/in,IDT Industrie- und Dichtungstechnik GmbH,Annaberg-Buchholz,Sachsen,Deutschland,09456,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250519-27699363/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager (m/w/d) - Nordbayern,Leiter/in - Vertrieb,Sellwerk GmbH & Co. KG,"Nürnberg, Mittelfranken",Bayern,Deutschland,90402,2025-05-26,2025-05-26,https://www.yourfirm.de/job/detail/20250513-25557265/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Sales Manager,Sales Manager für Elektrotechnik Vertrieb (m/w/d),Leiter/in - Vertrieb,Workwise GmbH,Konz,Rheinland-Pfalz,Deutschland,54329,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqp0m-b
Sales Manager,Sales Manager (m/w/d) - Automatisierungslösungen,Leiter/in - Vertrieb,LHH Recruitment Solutions,Düsseldorf,Nordrhein-Westfalen,Deutschland,40211,2025-05-26,2025-05-27,https://www.persy.jobs/persy/l/job-fqcue-b
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Gersthofen,Bayern,Deutschland,86368,2025-05-26,2025-05-26,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Sales Specialist (m/w/d) ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-03,2025-05-03,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-444978
Sales Manager,Sales Manager (m/w/d) Parkraumlösungen ,Vertriebsberater/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-09,2025-05-17,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-443922
Sales Manager,"Junior Sales Manager (m/w/d), Rheinmünster",Sales-Manager/in,DRF Stiftung Luftrettung gAG,Rheinmünster,Baden-Württemberg,Deutschland,77836,2025-05-09,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Junior-Sales-Manager-D-1125354?cp=BA
Sales Manager,Senior Sales Manager (m/w/d) Parkraumüberwachung ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-09,2025-05-09,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445248
Sales Manager,New Sales Manager (m/w/d) Sicherheit ,Sales-Manager/in,Securitas Holding GmbH ,Potsdam,Brandenburg,Deutschland,14467,2025-05-09,2025-05-09,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445253
Sales Manager,New Sales Manager (m/w/d) Parkraumüberwachung ,Sales-Manager/in,Securitas Holding GmbH ,Potsdam,Brandenburg,Deutschland,14467,2025-05-09,2025-05-09,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445247
Sales Manager,Business Sales Manager (m/w/d) Sicherheit ,Sales-Manager/in,Securitas Holding GmbH ,Potsdam,Brandenburg,Deutschland,14467,2025-05-09,2025-05-09,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-445264
Sales Manager,Sales Manager Food Industry (m/w/d),Sales-Manager/in,Henry Lamotte,Bremen,Bremen,Deutschland,28197,2025-05-08,2025-05-12,https://www.jobexport.de/job/4760438.html?exp=81&cid=c31481d9-454f-4c5a-8ee5-c43b1956b5db
Sales Manager,"Vertriebsinnendienst (m/w/d), Berlin",Sales-Manager/in,ACP IT Solutions GmbH (Berlin),Berlin,Berlin,Deutschland,10179,2025-05-08,2025-05-08,https://www.finest-jobs.com/Stellenanzeige/Vertriebsinnendienst-D-1124742?cp=BA
Sales Manager,Technischer Vertriebsbeauftragter (m/w/d),Sales-Manager/in,Recrutis Consulting GmbH,Neustadt an der Weinstraße,Rheinland-Pfalz,Deutschland,67435,2025-05-07,2025-05-27,https://bewerbung.jobs/69cdcb66-ce14-4df9-8920-50f487109e4c?source=00119ac8-3a27-4400-916b-5fea8eefc2a6
Sales Manager,Projektmanager (m/w/d) - Salesforce,Sales-Manager/in,Luttermann GmbH,"Essen, Ruhr",Nordrhein-Westfalen,Deutschland,45141,2025-05-07,2025-05-11,https://www.jobexport.de/job/4758535.html?exp=81&cid=b5e03da4-9f08-46eb-88fe-9ff50451ac2f
Sales Manager,Sales Manager*in / Account Manager*in / Vertriebsmitarbei...,Sales-Manager/in,Bluhm Systeme GmbH,München,Bayern,Deutschland,80331,2025-05-07,2025-05-07,https://mitarbeitergesucht.de/jobs/?id=231604
Sales Manager,Sales & Event Manager (m/w/d),Sales-Manager/in,The ASH Restaurant & Bar / KSH2 Systemgastronomie GmbH,"Münster, Westfalen",Nordrhein-Westfalen,Deutschland,,2025-04-29,2025-05-23,https://jobboard.onapply.de/listing/301414?source=arbeitsagentur
Sales Manager,Sales Manager Erneuerbare Energien (m/w/d),IT-Vertriebsbeauftragte/r,Academic Work Germany GmbH,,Hamburg,Deutschland,,2025-05-26,2025-05-26,https://academicwork.hvnj.de/stellenangebot/sales-manager-erneuerbare-energien-mwd/545075.html?utm_source=hvnjba&_medium=organic
Sales Manager,Sales Manager (m/w/d) Hostel und Wohnheime,Sales-Manager/in,Morten-Group,Hamburg,Hamburg,Deutschland,22111,2025-05-06,2025-05-09,https://www.jobexport.de/job/4755866.html?exp=81&cid=07f9b265-fb46-400f-a1e1-78bc4802af59
Sales Manager,Sales Manager:in | Personalmarketing & Anzeigenmanagement,Sales-Manager/in,KÖNIGSTEINER AGENTUR GmbH,Hamburg,Hamburg,Deutschland,22041,2025-05-05,2025-05-05,https://www.jobware.de/job/055459265?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,Vertriebsmitarbeiter (m/w/d) Vertriebsinnendienst ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-03,2025-05-03,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-444963
Sales Manager,Kundenberater (m/w/d) Vertriebsinnendienst ,Sales-Manager/in,Securitas Holding GmbH ,Berlin,Berlin,Deutschland,10785,2025-05-03,2025-05-03,https://www.aktuelle-jobs.de/stellenangebote.php?eid=1001-906207-444977
Sales Manager,"Sales Manager im Marketing (m/w/d), Herweck",Sales-Manager/in,Herweck AG,St. Ingbert,Saarland,Deutschland,66386,2025-05-02,2025-07-01,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-Im-Marketing-D-1122821?cp=BA
Sales Manager,Sales Manager Defence (gn),Sales-Manager/in,Elettronica GmbH,"Meckenheim, Rheinland",Nordrhein-Westfalen,Deutschland,53340,2025-05-02,2025-05-02,https://www.jobboerse-direkt.de/stellenangebote/Sales-Manager-Defence-gn-7588925
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Salzburg,Salzburg,Österreich,5020,2025-05-25,2025-05-25,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Sales Development Representative - Sales (m/w/d),Sales-Manager/in,Scopevisio AG,Bonn,Nordrhein-Westfalen,Deutschland,53227,2025-05-24,2025-05-25,https://www.hogapage.de/jobs/sales-manager-in-bonn/PE7JCM-VDU/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
Sales Manager,Internal Sales / Vertriebsinnendienst (m/w/d),Sales-Manager/in,Geberit,"Pfullendorf, Baden",Baden-Württemberg,Deutschland,88630,2025-05-24,2025-05-24,https://jobs.jobspreader.com/viewjob-pzdn9?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=internal-sales-vertriebsinnendienst-m-w-d
Sales Manager,Sales Manager:in (m/w/d),Fachkaufmann/-frau - Vertrieb,Page Personnel Deutschland,Stuttgart,Baden-Württemberg,Deutschland,,2025-04-28,2025-04-28,https://www.haveanicejob.de/stellenanzeige/539770?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Manager:in | Personalmarketing & Anzeigenmanagement,Sales-Manager/in,KÖNIGSTEINER AGENTUR GmbH,Hamburg,Hamburg,Deutschland,22765,2025-04-28,2025-04-28,https://www.jobware.de/job/055343748?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,International Senior Sales Manager (m/w/d),Sales-Manager/in,über etec Consult GmbH,,,Deutschland,,2025-04-24,2025-05-19,https://www.jobware.de/job/055255842?jw_chl_seg=ARBEITSAGENTUR
Sales Manager,"Sales Manager (m/w/d),Enns,Gersthofen,Salzburg",Sales-Manager/in,OSI Austria Foodworks GmbH,Salzburg,Salzburg,Österreich,5020,2025-05-24,2025-05-24,https://www.finest-jobs.com/Stellenanzeige/Sales-Manager-D-1103078?cp=BA
Sales Manager,Handelsvertreter:in (m/w/d) B2B Sales,Sales-Manager/in,Page Personnel Deutschland,München,Bayern,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/549661?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Junior Sales Talent (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Frankfurt am Main,Hessen,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/549654?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Senior Sales Consultant  (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Frankfurt am Main,Hessen,Deutschland,,2025-05-23,2025-05-23,https://www.haveanicejob.de/stellenanzeige/539029?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Inside Sales Manager (m/w/d),Vertriebsassistent/in,evocenta GmbH,Gelsenkirchen,Nordrhein-Westfalen,Deutschland,45886,2025-04-08,2025-05-24,https://www.jobcluster.de/stellenangebot/inside-sales-manager-m-w-d---job-gelsenkirchen-94831.html?tc=3-11
Sales Manager,"Vertriebsingenieur / Sales Manager (m/w/d), Verwaltung",Vertriebsingenieur/in,Ingenieurbüro Zammit GmbH,Salzgitter,Niedersachsen,Deutschland,38228,2025-04-07,2025-05-05,https://www.finest-jobs.com/Stellenanzeige/Vertriebsingenieur-Sales-Manager-D-1054296?cp=BA
Sales Manager,Sales Manager Innendienst - Laserscanning (m/w/d),Sales-Manager/in,Zoller & Fröhlich GmbH,Wangen im Allgäu,Baden-Württemberg,Deutschland,88239,2025-04-03,2025-05-30,https://www.jobexport.de/job/4716012.html?exp=144&cid=js-rv_4725
Sales Manager,Azure Channel Sales Manager (m/d/w),Sales-Manager/in,EXXETA AG,"Karlsruhe, Baden",Baden-Württemberg,Deutschland,76133,2025-04-03,2025-05-20,https://jobs.jobspreader.com/viewjob-85ap9?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=marketing-und-vertrieb&utm_term=azure-channel-sales-manager-m-d-w
Sales Manager,Inside Sales Sachbearbeiter (m/w/d),Sales-Manager/in,Page Personnel Deutschland,Backnang,Baden-Württemberg,Deutschland,,2025-05-22,2025-05-22,https://www.haveanicejob.de/stellenanzeige/552375?utm_source=BA&utm_medium=organic&utm_campaign=Page+Personnel
Sales Manager,Sales Representative (w/m/d) in Teilzeit,Sales-Manager/in,ATLANTIC Hotel Landgut Horn,Bremen,Bremen,Deutschland,28357,2025-05-22,2025-05-22,https://www.hogapage.de/jobs/convention-sales-manager-in-bremen/5LZAH2-YMY/?hp_source=api-arbeitsamt&utm_medium=API&utm_source=arbeitsamt
