Titel,Beruf,Arbeitgeber,Ort,Region,Land,PLZ,Veröffentlicht am,Eintrittsdatum,URL
Research Data Analyst / Bioinformatician / Data Scientist (f/m/d),Bioinformatiker/in,Universitätsklinikum Tübingen Institut für Medizinische Gene tik und Angewandte Genomik,Tübingen,Baden-Württemberg,Deutschland,72076,2025-05-09,2025-05-09,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1000968986-S
Consultant AI & Education (w/m/d) AI Academy,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771792.html?exp=81&cid=fea43ae1-cf70-4335-a13a-3ad1898c09f1
Data Scientist - Lexware Office (d/m/w),Data-Consultant,Haufe-Lexware GmbH & Co.KG,Freiburg im Breisgau,Baden-Württemberg,Deutschland,79111,2025-05-05,2025-06-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=16963-1102325937586324-S
Lead Data Scientist (w/m/d),Fachinformatiker/in - Daten- und Prozessanalyse,mi FACHpersonal GmbH,Nürtingen,Baden-Württemberg,Deutschland,72622,2025-03-28,2025-03-28,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001294973-S
(Junior) Data Scientist (m/w/d) – Fokus auf Large Lang ...,Data Scientist,CHECK24,"Augsburg, Bayern",Bayern,Deutschland,,2025-05-16,2025-05-16,https://jobboard.onapply.de/listing/302904?source=arbeitsagentur
"Data Analyst,  Data Scientist, Data Engineer (m/w/d)",Lehrer/in/Dozent/in - Erwachsenenbildung,educX GmbH,"Forchheim, Oberfranken",Bayern,Deutschland,91301,2025-03-10,2025-05-23,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001227628-S
Werkstudent:in im Bereich Data Science für Telematik,Data Scientist,HUK-COBURG Versicherungsgruppe,Coburg,Bayern,Deutschland,96450,2025-05-15,2025-05-15,https://www.kalaydo.de/jobs/15222590/?utm_id=ba&utm_source=bundesagentur&utm_medium=unpaid-partner&utm_campaign=000&campaign=ba
Data Scientist and Process Mining Architect,Data Scientist,Processand GmbH,München,Bayern,Deutschland,80337,2025-05-14,2025-05-18,https://www.jobexport.de/job/4769299.html?exp=81&cid=c65de1dd-778c-4f94-9520-1dd82b4c1f67
Senior Data Analyst - KI & Automatisierung (m/w/d),Data Scientist,Thermengruppe Josef Wund,"Sinsheim, Elsenz",Baden-Württemberg,Deutschland,74889,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767671.html?exp=81&cid=d7d871e3-2955-48ae-bb8d-9cf21db0180e
Senior  Data  Analyst - KI & Automatisierung (m/w/d),Data Scientist,Thermengruppe Josef Wund,Euskirchen,Nordrhein-Westfalen,Deutschland,53879,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767669.html?exp=81&cid=f15c9a41-7383-4db8-8ca2-a7517f392f4c
Data Scientist – Telematik (w/m/d),Machine Learning Engineer,HUK-COBURG VVaG,Coburg,Bayern,Deutschland,96450,2025-04-04,2025-04-10,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1202131573-S
"(Junior) Data Scientist (m/f/d) FinTech, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-12,2025-05-12,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-M-F-D-Fintech-1126226?cp=BA
Projektleitung (m/w/d) – Nachhaltigkeitsbewertung & Datenmanagement im Gartenbau,Data Scientist,Zentrum für Betriebswirtschaft im Gartenbau e.V.,Stuttgart,Baden-Württemberg,Deutschland,70599,2025-04-02,2025-07-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001308315-S
(Senior) Process Intelligence Consultant (m/w/d),Data Scientist,ORBIS SE,Mannheim,Baden-Württemberg,Deutschland,68159,2025-04-29,2025-04-29,https://jobs.jobspreader.com/viewjob-dthfs?utm_source=jsba-premium&utm_medium=n-a&utm_campaign=consulting&utm_term=senior-process-intelligence-consultant-m-w-d
Projektmanager im IT- und Data Science-Umfeld (m/w/d),Data Scientist,SHBB/LBV - Digital GmbH,Kiel,Schleswig-Holstein,Deutschland,24103,2025-04-28,2025-05-19,https://www.yourfirm.de/job/detail/20250517-27760046/?utm_campaign=free&utm_source=bundesagentur&utm_medium=unpaid-partner
Data Modelling Specialist (m/f/d) - REF76129F,Data Scientist,Continental AG,Hannover,Niedersachsen,Deutschland,30175,2025-03-04,2025-03-11,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001206359-S
Manager Advanced Analytics & MLOps (f/m/d),Data Scientist,Heidelberg Materials AG,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69120,2025-05-20,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=17645-BB-632074-7878-5855-S
Biostatistician (f/m/d) in Personalized Healthcare,Data Scientist,Roche Diagnostics GmbH,Penzberg,Bayern,Deutschland,82377,2024-12-11,2025-05-07,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13106-371463702-S
"Data Scientist (m/w/d) Technisches Produktmanagement Explorer, Erfurt",Data Scientist,CHECK24,Erfurt,Thüringen,Deutschland,99084,2025-04-08,2025-05-06,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-D-Technisches-Produktmanagement-Exp-1114146?cp=BA
Digital Transformation Engineer - Data Science (m/w/d),Data Scientist,BASF SE,Ludwigshafen am Rhein,Rheinland-Pfalz,Deutschland,67059,2025-01-07,2025-05-13,https://jobs.jobspreader.com/viewjob-5ndsh?utm_source=jsba&utm_medium=n-a&utm_campaign=it&utm_term=digital-transformation-engineer-data-science-m-w-d
National Instruments Dresden GmbH: Chief Data Scientist,Data Scientist,National Instruments Dresden GmbH,Dresden,Sachsen,Deutschland,01099,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280189
National Instruments Dresden GmbH: Principal Data Scientist,Data Scientist,National Instruments Dresden GmbH,Dresden,Sachsen,Deutschland,01099,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280183
Working Student/ Internship – Data Scientist (m/f/d) -english,Mathematiker/in,quo data GmbH Qualitätsmanagement und Statistik,Dresden,Sachsen,Deutschland,01309,2023-11-21,2025-05-21,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1196814911-S
(Senior) Software Engineer (m/w/d) Machine Learning,Data Scientist,Körber Pharma Inspection GmbH,Markt Schwaben,Bayern,Deutschland,85570,2025-05-16,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=14470-43387034-515-S
Junior Consultant AI & Education (w/m/d) AI Academy,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771797.html?exp=81&cid=89c704af-7c03-4c62-903b-13f6639881f8
Consultant Project Manager (w/m/d) AI Solutions,Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-19,2025-05-23,https://www.jobexport.de/job/4771793.html?exp=81&cid=2d731669-6f1b-45c3-9057-6a0110634d68
Data Scientist*in für Medical Data Analysis in Teilzeit mit Promotionsmöglichkeit,Informatiker/in,Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin,Nordrhein-Westfalen,Deutschland,53757,2025-05-06,2025-08-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15861-43360308-55-S
Data Scientist mit Schwerpunkt Machine Learning und Cloud (d/m/w),Data-Consultant,Haufe-Lexware GmbH & Co.KG,Freiburg im Breisgau,Baden-Württemberg,Deutschland,79111,2025-04-17,2025-06-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=16963-1102664464766285-S
Senior Data Scientist – Machine Learning (Pricing & Risikoanalyse) (w/m/d),Data Scientist,HUK-COBURG VVaG,Coburg,Bayern,Deutschland,96450,2025-04-02,2025-04-10,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1202099326-S
Data Scientist*in Distillation und Large Language Models,Informatiker/in,Fraunhofer-Gesellschaft e.V. Zentrale München,Sankt Augustin,Nordrhein-Westfalen,Deutschland,53757,2025-05-06,2025-08-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15861-43360149-55-S
Inhouse-Berater Master Data Management/PIM (m/w/d),Data Scientist,Hays AG,Frankfurt am Main,Hessen,Deutschland,,2025-04-29,2025-04-29,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13319-817827/1_546125LS-S
PhD - Effiziente Neuronale Repräsentation von Datensätzen,Data Scientist,Robert Bosch GmbH,Renningen,Baden-Württemberg,Deutschland,71272,2025-05-07,2025-05-07,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15986-744000057791405-1-S
"Data Scientist / Machine Learning Engineer (m/w/d) Mobilfunk, Köln",Data Scientist,CHECK24,Köln,Nordrhein-Westfalen,Deutschland,50672,2025-05-05,2025-05-05,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-Machine-Learning-Engineer-D-Mobilfu-1088286?cp=BA
Data Science Intern (m/f/d) / AI Forge,Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-05,2025-05-05,https://jobboard.onapply.de/listing/301973?source=arbeitsagentur
Lead Data Scientist (f/m/d) AI and Forecasting,Softwareentwickler/in,BMG RIGHTS MANAGEMENT GmbH - Corporate,Berlin,Berlin,Deutschland,10117,2025-05-05,2025-05-05,https://germantechjobs.de/jobs/BMG-RIGHTS-MANAGEMENT-GmbH---Corporate-Lead-Data-Scientist-fmd-AI-and-Forecasting?utm_source=ba_int&utm_medium=ba_int&utm_campaign=ba_int
Team Lead Data Architect (all genders),Data Scientist,BORA Lüftungstechnik GmbH,Kiefersfelden,Bayern,Deutschland,83088,2025-04-01,2025-04-29,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001305293-S
Senior ALM Applications and Data Specialist (f/m/d),Data Scientist,Siemens AG,München,Bayern,Deutschland,80538,2025-05-20,2025-05-21,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12465-1419891-1-S
"(Junior) Data Scientist (m/f/d) - Credit Card, München",Data-Warehouse-Analyst/in,CHECK24,München,Bayern,Deutschland,80636,2025-04-30,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-M-F-D-Credit-Card-1084887?cp=BA
Senior Engineer Machine Learning / Deep Learning (w/m/d),Data Scientist,HUK-COBURG VVaG,Coburg,Bayern,Deutschland,,2024-07-25,2025-04-10,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1199607496-S
Data Scientist & AI Engineer (w|m|d),Data Scientist,BridgingIT GmbH,Berlin,Berlin,Deutschland,12159,2023-03-30,2025-05-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15835-000903004c9001-S
"Prompt Engineer / Data Scientist (m/w/d), Frankfurt",KI-Prompter,LORENZ  Life Sciences Group,Frankfurt am Main,Hessen,Deutschland,60489,2025-03-25,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Prompt-Engineer-Data-Scientist-D-1108343?cp=BA
"Senior Expert*in Konfigurations- und Datenmanagement (w/m/d), Fürstenfeldbruck",Data Scientist,ESG Elektroniksystem- und Logistik-GmbH,Fürstenfeldbruck,Bayern,Deutschland,82256,2025-03-12,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Senior-Expertin-Konfigurations-Und-Datenmanagement-1078251?cp=BA
Bachelor of Science Wirtschaftsinformatik 2025,Data Scientist,VE Sales GmbH,Berlin,Berlin,Deutschland,10115,2024-07-12,2025-09-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1000397600-S
"Consultant Fraud-Solution, Artificial Intelligence (m/w/d)",Data Scientist,Lantenhammer Consulting,,,Deutschland,,2021-03-31,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1183278335-S
(Senior) Consultant Data Science Time-Series & Forecasting (w/m/d),Data Scientist,statworx,Frankfurt am Main,Hessen,Deutschland,60314,2025-05-14,2025-05-18,https://www.jobexport.de/job/4767539.html?exp=81&cid=0ab1bbb6-4bbe-4169-9284-865a19257466
Data Scientist – CRM (m/w/d) in Teilzeit max. 18 Std. / Woche,Data Scientist,SOKA Bau / Zusatzversorgungsk. des Baugewerbes AG,Wiesbaden,Hessen,Deutschland,65189,2025-03-05,2025-04-28,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001212021-S
Senior Customer Analyst (all genders) - Hybrid,Data Scientist,Deutsche Lufthansa AG,Köln,Nordrhein-Westfalen,Deutschland,51063,2025-04-09,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13348-1405102-1-S
"Data Science Intern (m/f/d) / AI Forge, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-04-30,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Data-Science-Intern-M-F-D-Ai-Forge-1121801?cp=BA
Data Strategy & Data Governance Consultant (w|m|d),Data Scientist,BridgingIT GmbH,München,Bayern,Deutschland,80992,2025-03-28,2025-04-26,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15835-0009030024f002-S
Data Scientist Analytics im Bereich SCM/Logistik (m/w/d) - befristet auf 1 Jahr,Data Scientist,REWE Group,Köln,Nordrhein-Westfalen,Deutschland,51063,2025-05-14,2025-05-15,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12608-1273217-28042-1-S
Head of Transformer Engineering Tools DevOps-Department,Data Scientist,Siemens Energy Global GmbH & Co. KG,Erlangen,Bayern,Deutschland,91058,2024-12-10,2024-12-12,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15170-374666490-S
Senior Manager Data Governance & Architecture (all gender),Data Scientist,KWS SAAT SE & Co. KGaA,Einbeck,Niedersachsen,Deutschland,37574,2024-02-19,2024-02-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1197991275-S
"Junior Data Scientist (m/f/d) Machine Learning InsurTech, Frankfurt",Data Scientist,CHECK24,Frankfurt am Main,Hessen,Deutschland,60327,2025-03-25,2025-04-30,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-M-F-D-Machine-Learning-Insur-1108220?cp=BA
"Werkstudent im Bereich Data Operations (m/w/d),Wiesbaden,Frankfurt am Main",Data Scientist,Institutional Investment Group,Frankfurt am Main,Hessen,Deutschland,60327,2025-03-12,2025-05-07,https://www.finest-jobs.com/Stellenanzeige/Werkstudent-Im-Bereich-Data-Operations-D-1013309?cp=BA
Entwickler/in für KI on Edge in Hard- und Software im autonomen Drohnenbereich (m/w/d),Data Scientist,SWIFT GmbH Messwerterfassungs-Systeme,"Reinheim, Odenwald",Hessen,Deutschland,64354,2025-05-22,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1202584797-S
Scientist in Computational Biology,Bioinformatiker/in,Deutsches Krebsforschungszentrum,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69120,2025-05-23,2025-05-23,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001451837-S
Data Scientist in der Logistik / Supply Chain Optimierung (m/w/d)  Vollzeit / Teilzeit / Werkstudent,Softwareentwickler/in,AUEL EDV-Beratung GmbH,Braunschweig,Niedersachsen,Deutschland,38100,2024-10-11,2025-05-21,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1200390066-S
Data Scientist/Analyst prüfungsnahe Beratung/Quants - Assurance (Financial Services) (w/m/d),Mathematiker/in,EY GmbH & Co. KG WPG,"Eschborn, Taunus",Hessen,Deutschland,65760,2024-07-16,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15548-1261678-1-S
Lead Consultant Data & AI Solutions (w|m|d),Data Scientist,BridgingIT GmbH,Stuttgart,Baden-Württemberg,Deutschland,70178,2022-12-28,2025-04-26,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15835-00090300256002-S
Manager Corporate Audit with Data Analytics & AI focus (Data Scientist) (m/f/d),Wirtschaftsinformatiker/in (Hochschule),Fresenius SE & Co. KG aA,Bad Homburg vor der Höhe,Hessen,Deutschland,61352,2025-05-14,2025-06-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001420129-S
"Data Analyst (Business Intelligence) (m/w/d)  Vollzeit/Teilzeit in Leipzig, singularIT GmbH",Data Scientist,singularIT GmbH,,,Deutschland,,2025-05-06,2025-06-01,https://www.finest-jobs.com/Stellenanzeige/Data-Analyst-Business-Intelligence-D-Vollzeit-Teil-1123612?cp=BA
Data Science and Machine Learning Solutions Architect (m/f/d) - REF63965U,Data Scientist,Continental AG,Hann. Münden,Niedersachsen,Deutschland,34346,2025-03-12,2025-03-12,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001238899-S
NTT DATA Business Solutions Global Managed Services GmbH: Data Migration Lead SAP (w/m/d),Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Berlin,Berlin,Deutschland,10625,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/177987
NTT DATA Business Solutions Global Managed Services GmbH: Data Migration Developer SAP (w/m/d),Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Hamburg,Hamburg,Deutschland,20097,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/242008
Data Scientist for knowledge retrieval with AI (f/m/d),Wirtschaftsinformatiker/in - IT-Systeme,TÜV SÜD AG,München,Bayern,Deutschland,80331,2025-05-12,2025-05-12,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=16071-14431924-25-S
Scientist / Postdoc (m/f/d),Biologe/Biologin,Max Delbrück Centrum,Berlin,Berlin,Deutschland,10115,2025-04-14,2025-08-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001345190-S
(Senior) Consultant Data Scientist (m/f/d) - limited till 30.06.2026 - REF77894J,Data Scientist,Continental AG,Hannover,Niedersachsen,Deutschland,30175,2025-04-18,2025-04-18,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001362737-S
"(Junior) Data Scientist (m/w/d) - Fokus auf Large Language Models (LLMs) und GenAI Miet..., Augsburg",Data Scientist,CHECK24,"Augsburg, Bayern",Bayern,Deutschland,86150,2025-05-14,2025-05-14,https://www.finest-jobs.com/Stellenanzeige/Junior-Data-Scientist-D-Fokus-Auf-Large-Language-M-1126797?cp=BA
"(Junior) Generativer KI Entwickler (m/w/d) Fokus auf Large Language Models - Profis, Berlin",Data Scientist,CHECK24,Berlin,Berlin,Deutschland,10179,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Junior-Generativer-Ki-Entwickler-D-Fokus-Auf-Large-1095211?cp=BA
"Haema AG: Data Protection Manager (DSGVO) / Datenschutzkoordinator Voll- oder Teilzeit, befristet 1,",Data Scientist,Haema AG,Leipzig,Sachsen,Deutschland,04109,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/280588
Research Scientist (f_m_x) in Data Science and Forest Disturbance Monitoring,Wissenschaftliche/r Mitarbeiter/in,GFZ Helmholtz-Zentrum für Geoforschung,Potsdam,Brandenburg,Deutschland,14473,2025-05-15,2025-05-15,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=17031-0002440271c001-S
"(Junior) Generative AI Engineer (m/w/d) - Fokus auf Large Language Models (LLMs) AurumCars, München",Data Scientist,CHECK24,München,Bayern,Deutschland,80636,2025-05-20,2025-05-20,https://www.finest-jobs.com/Stellenanzeige/Junior-Generative-Ai-Engineer-D-Fokus-Auf-Large-La-1095642?cp=BA
NTT DATA Business Solutions Global Managed Services GmbH: Junior SAP Berater:in Electronic Data Inte,Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Köln,Nordrhein-Westfalen,Deutschland,51063,2025-05-20,2025-05-20,https://www.empfehlungsbund.de/job/265351
Junior Development Scientist (m/f/x),Pharmazeut/in,Baxter Oncology GmbH,Halle (Westfalen),Nordrhein-Westfalen,Deutschland,33790,2025-02-18,2025-03-27,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001157689-S
Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator (d/m/w/x),Data Scientist,Mercedes-Benz Group AG,Stuttgart,Baden-Württemberg,Deutschland,70565,2025-04-09,2025-05-12,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13151-1405399-1-S
Senior Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator...,Data Scientist,Mercedes-Benz Group AG,Stuttgart,Baden-Württemberg,Deutschland,70565,2025-04-09,2025-05-12,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=13151-1405408-1-S
"(Senior) Data Scientist (Python) (m/w/d), Kaufering, Hauswiesenstraße",Kfm. Ass./Wirtschaftsassistent/in - DV/Rechnungswesen,Corpuls,Kaufering,Bayern,Deutschland,86916,2025-03-21,2025-05-18,https://www.finest-jobs.com/Stellenanzeige/Senior-Data-Scientist-Python-D-1107266?cp=BA
Scientist in Marine Ecosystems and Digital Innovation,Ozeanograf/in,Helmholtz-Zentrum hereon GmbH,Geesthacht,Schleswig-Holstein,Deutschland,21502,2025-05-23,2025-05-23,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001449534-S
Scientist DMPK & Digital Solutions (alle Geschlechter),Biologe/Biologin,Bayer AG,Wuppertal,Nordrhein-Westfalen,Deutschland,42113,2025-05-15,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12708-1419130-1-S
Computer Scientist / Research Software Engineer for a LLM based Climate Data Analysis Framework (all,Informatiker/in,Deutsches                Klima rechenzentrum GmbH,Hamburg,Hamburg,Deutschland,20146,2025-03-05,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001212911-S
"Data Scientist Marketing (m/w/d), Dortmund",Betriebswirt/in (Fachschule) - Abs./Mark./B. Prof. Wirtsch.,Dr. Ausbüttel & Co. GmbH,Dortmund,Nordrhein-Westfalen,Deutschland,44149,2025-01-16,2025-05-22,https://www.finest-jobs.com/Stellenanzeige/Data-Scientist-Marketing-D-1079042?cp=BA
Scientist (f/m/d) specialised in fisheries biology/marine biology,Wissenschaftliche/r Mitarbeiter/in,Johann Heinrich von Thünen-Institut,Bremerhaven,Bremen,Deutschland,27572,2025-05-23,2025-09-01,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001449309-S
(Senior) Data Engineer (f/m/d),Data Engineer,Schleswig-Holstein Netz AG,"Essen, Ruhr",Nordrhein-Westfalen,Deutschland,45127,2025-05-22,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12728-237009-1-S
Scientist Powder Diffraction at beamline P02.1 & P25,Physiker/in,Dt Elektronen-Synchrotron DESY Personalabteilung,Hamburg,Hamburg,Deutschland,22607,2025-05-08,2025-05-08,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=14030-records294336-S
Versicherungs-Data Engineer für Aktuarielle Prozesse (m/w/d),Aktuar/in,PS Direkt GmbH & Co. KG Private Arbeitsvermittlung,Köln,Nordrhein-Westfalen,Deutschland,50677,2025-05-13,2025-06-02,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=12206-13218512-S
Research Scientist – qPCR assay development and production,Wissenschaftliche/r Mitarbeiter/in,FRIZ Biochem GmbH,"Neuried, Kreis München",Bayern,Deutschland,82061,2025-04-02,2025-04-10,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001311184-S
"Scientist (f/m/d) (Geoinformatics, Environmental Sciences, or Agricultural,Forest Sciences)",Wissenschaftliche/r Mitarbeiter/in,Johann Heinrich von Thünen-Institut,Hamburg,Hamburg,Deutschland,21031,2025-05-15,2025-05-15,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001426294-S
Big Data Analytics / Monitoring Specialist (m/w/d),Informatiker/in,Bauhaus AG,Mannheim,Baden-Württemberg,Deutschland,68167,2024-06-19,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=14011-42607283-618-S
Specialist Clinical Data Management (m/w/i),Informatiker/in,MEDICE Arzneimittel Pütter GmbH & Co. KG,Iserlohn,Nordrhein-Westfalen,Deutschland,58638,2025-02-20,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10000-1201677020-S
Principal AI Research Scientist (f/m/d) - Foundation Models for Power Grids,Machine Learning Engineer,Siemens Energy Global GmbH & Co. KG,Erlangen,Bayern,Deutschland,91058,2025-03-06,2025-03-07,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=15170-388500455-S
Python Data Engineer with passion for Data Analysis (m/f/d) in IT security company,Data-Analyst/in,Zertificon Solutions GmbH,Berlin,Berlin,Deutschland,12347,2025-05-20,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001440120-S
PhD student: Exploring phase stability in multinary intermetallic nanoparticles and thin films,Wissenschaftliche/r Mitarbeiter/in,Ruhr-Universität Bochum,Bochum,Nordrhein-Westfalen,Deutschland,44801,2025-05-15,2025-05-19,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001424817-S
Bioinformatician (Spatial Image Analysis),Biologe/Biologin,Deutsches Krebsforschungszentrum,"Heidelberg, Neckar",Baden-Württemberg,Deutschland,69120,2025-05-23,2025-05-23,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001450789-S
KI- und Software-Entwickler (m/w/d),Softwareentwickler/in,Oloqiqi GmbH,Potsdam,Brandenburg,Deutschland,14469,2025-04-09,2025-05-20,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001333629-S
PhD student: - Combinatorial synthesis and high-throughput characterization of new high entropy mate,Wissenschaftliche/r Mitarbeiter/in,Ruhr-Universität Bochum,Bochum,Nordrhein-Westfalen,Deutschland,44801,2025-05-15,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001424494-S
Leiterin / Leiter (d/m/w) Aktuariat,Aktuar/in,NÜRNBERGER Lebensversicherung AG,"Nürnberg, Mittelfranken",Bayern,Deutschland,90482,2025-05-16,2025-05-16,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001428409-S
Wiss. Mitarbeiter:in im Projekt „Next Generation City Networking“ (NGCN)“,Wissenschaftliche/r Mitarbeiter/in,HafenCity Universität Hamburg,Hamburg,Hamburg,Deutschland,20457,2025-05-22,2025-05-22,https://jobboerse.arbeitsagentur.de/vamJB/stellenangebotFinden.html?refnr=10001-1001447737-S
